client_code,product,benefit_est_KZT,reason_code,explain
7,restaurants_card,8993.81,HIGH_RESTAURANTS,Траты в ресторанах: 449 691 ₸ → выгода ≈ 8 994 ₸
7,taxi_card,7053.13,HIGH_TAXI,По такси: 235 104 ₸ → выгода ≈ 7 053 ₸
7,premium_card,6041.0,HIGH_BALANCE,Средний баланс: 4 040 997 ₸ → оценка выгоды ≈ 6 041 ₸
7,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
8,fx_offer,52696.26,FX_ACTIVITY,FX/переводы: 10 539 251 ₸ → потенциальная экономия на комиссиях ≈ 52 696 ₸
8,credit_offer,32151.26,LARGE_PAYMENTS,"Оборот: 3 215 126 ₸, средний чек: 10 717 ₸ → ожидаемая выгода от кредитного продукта ≈ 32 151 ₸"
8,supermarket_card,25629.32,HIGH_SUPERMARKET,Траты на продукты: 854 311 ₸ → выгода ≈ 25 629 ₸
8,deposit,10584.03,DEPOSIT_OPPORTUNITY,"Если положить 1 058 403 ₸ на депозит (12% годовых), месячная выручка ≈ 10 584 ₸"
8,restaurants_card,10384.27,HIGH_RESTAURANTS,Траты в ресторанах: 519 214 ₸ → выгода ≈ 10 384 ₸
8,travel_card,9421.17,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 235 529 ₸. Оценимый кешбэк ≈ 9 421 ₸
8,taxi_card,7065.88,HIGH_TAXI,По такси: 235 529 ₸ → выгода ≈ 7 066 ₸
8,premium_card,3058.4,HIGH_BALANCE,Средний баланс: 1 058 403 ₸ → оценка выгоды ≈ 3 058 ₸
8,investment_offer,2646.01,INVEST_OPPORTUNITY,Средний баланс: 1 058 403 ₸ → месячная оценочная доходность инвестиций ≈ 2 646 ₸
8,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
9,fx_offer,51745.01,FX_ACTIVITY,FX/переводы: 10 349 001 ₸ → потенциальная экономия на комиссиях ≈ 51 745 ₸
9,deposit,30841.8,DEPOSIT_OPPORTUNITY,"Если положить 3 084 180 ₸ на депозит (12% годовых), месячная выручка ≈ 30 842 ₸"
9,credit_offer,28238.89,LARGE_PAYMENTS,"Оборот: 2 823 889 ₸, средний чек: 9 413 ₸ → ожидаемая выгода от кредитного продукта ≈ 28 239 ₸"
9,supermarket_card,26577.68,HIGH_SUPERMARKET,Траты на продукты: 885 923 ₸ → выгода ≈ 26 578 ₸
9,travel_card,8931.19,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 223 280 ₸. Оценимый кешбэк ≈ 8 931 ₸
9,restaurants_card,8367.33,HIGH_RESTAURANTS,Траты в ресторанах: 418 366 ₸ → выгода ≈ 8 367 ₸
9,investment_offer,7710.45,INVEST_OPPORTUNITY,Средний баланс: 3 084 180 ₸ → месячная оценочная доходность инвестиций ≈ 7 710 ₸
9,taxi_card,6698.4,HIGH_TAXI,По такси: 223 280 ₸ → выгода ≈ 6 698 ₸
9,premium_card,5084.18,HIGH_BALANCE,Средний баланс: 3 084 180 ₸ → оценка выгоды ≈ 5 084 ₸
9,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
10,fx_offer,52585.69,FX_ACTIVITY,FX/переводы: 10 517 138 ₸ → потенциальная экономия на комиссиях ≈ 52 586 ₸
10,credit_offer,29195.35,LARGE_PAYMENTS,"Оборот: 2 919 535 ₸, средний чек: 9 732 ₸ → ожидаемая выгода от кредитного продукта ≈ 29 195 ₸"
10,supermarket_card,27995.57,HIGH_SUPERMARKET,Траты на продукты: 933 186 ₸ → выгода ≈ 27 996 ₸
10,deposit,12773.25,DEPOSIT_OPPORTUNITY,"Если положить 1 277 325 ₸ на депозит (12% годовых), месячная выручка ≈ 12 773 ₸"
10,restaurants_card,9725.77,HIGH_RESTAURANTS,Траты в ресторанах: 486 289 ₸ → выгода ≈ 9 726 ₸
10,travel_card,7957.44,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 198 936 ₸. Оценимый кешбэк ≈ 7 957 ₸
10,taxi_card,5968.08,HIGH_TAXI,По такси: 198 936 ₸ → выгода ≈ 5 968 ₸
10,premium_card,3277.32,HIGH_BALANCE,Средний баланс: 1 277 325 ₸ → оценка выгоды ≈ 3 277 ₸
10,investment_offer,3193.31,INVEST_OPPORTUNITY,Средний баланс: 1 277 325 ₸ → месячная оценочная доходность инвестиций ≈ 3 193 ₸
10,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
11,fx_offer,50110.22,FX_ACTIVITY,FX/переводы: 10 022 045 ₸ → потенциальная экономия на комиссиях ≈ 50 110 ₸
11,deposit,32305.72,DEPOSIT_OPPORTUNITY,"Если положить 3 230 572 ₸ на депозит (12% годовых), месячная выручка ≈ 32 306 ₸"
11,credit_offer,29801.28,LARGE_PAYMENTS,"Оборот: 2 980 128 ₸, средний чек: 9 934 ₸ → ожидаемая выгода от кредитного продукта ≈ 29 801 ₸"
11,supermarket_card,27189.79,HIGH_SUPERMARKET,Траты на продукты: 906 326 ₸ → выгода ≈ 27 190 ₸
11,travel_card,9177.93,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 229 448 ₸. Оценимый кешбэк ≈ 9 178 ₸
11,restaurants_card,8373.28,HIGH_RESTAURANTS,Траты в ресторанах: 418 664 ₸ → выгода ≈ 8 373 ₸
11,investment_offer,8076.43,INVEST_OPPORTUNITY,Средний баланс: 3 230 572 ₸ → месячная оценочная доходность инвестиций ≈ 8 076 ₸
11,taxi_card,6883.45,HIGH_TAXI,По такси: 229 448 ₸ → выгода ≈ 6 883 ₸
11,premium_card,5230.57,HIGH_BALANCE,Средний баланс: 3 230 572 ₸ → оценка выгоды ≈ 5 231 ₸
11,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
12,fx_offer,51735.57,FX_ACTIVITY,FX/переводы: 10 347 115 ₸ → потенциальная экономия на комиссиях ≈ 51 736 ₸
12,credit_offer,26459.55,LARGE_PAYMENTS,"Оборот: 2 645 955 ₸, средний чек: 8 820 ₸ → ожидаемая выгода от кредитного продукта ≈ 26 460 ₸"
12,supermarket_card,20097.43,HIGH_SUPERMARKET,Траты на продукты: 669 914 ₸ → выгода ≈ 20 097 ₸
12,travel_card,10719.01,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 267 975 ₸. Оценимый кешбэк ≈ 10 719 ₸
12,restaurants_card,9149.77,HIGH_RESTAURANTS,Траты в ресторанах: 457 489 ₸ → выгода ≈ 9 150 ₸
12,deposit,8490.46,DEPOSIT_OPPORTUNITY,"Если положить 849 046 ₸ на депозит (12% годовых), месячная выручка ≈ 8 490 ₸"
12,taxi_card,8039.26,HIGH_TAXI,По такси: 267 975 ₸ → выгода ≈ 8 039 ₸
12,premium_card,2849.05,HIGH_BALANCE,Средний баланс: 849 046 ₸ → оценка выгоды ≈ 2 849 ₸
12,investment_offer,2122.61,INVEST_OPPORTUNITY,Средний баланс: 849 046 ₸ → месячная оценочная доходность инвестиций ≈ 2 123 ₸
12,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
13,fx_offer,34175.3,FX_ACTIVITY,FX/переводы: 6 835 060 ₸ → потенциальная экономия на комиссиях ≈ 34 175 ₸
13,credit_offer,17701.84,LARGE_PAYMENTS,"Оборот: 1 770 184 ₸, средний чек: 5 901 ₸ → ожидаемая выгода от кредитного продукта ≈ 17 702 ₸"
13,supermarket_card,13903.31,HIGH_SUPERMARKET,Траты на продукты: 463 444 ₸ → выгода ≈ 13 903 ₸
13,travel_card,9694.3,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 242 357 ₸. Оценимый кешбэк ≈ 9 694 ₸
13,restaurants_card,5888.44,HIGH_RESTAURANTS,Траты в ресторанах: 294 422 ₸ → выгода ≈ 5 888 ₸
13,taxi_card,3429.49,HIGH_TAXI,По такси: 114 316 ₸ → выгода ≈ 3 429 ₸
13,deposit,540.74,DEPOSIT_OPPORTUNITY,"Если положить 54 074 ₸ на депозит (12% годовых), месячная выручка ≈ 541 ₸"
13,premium_card,0.0,NO_SIGNAL,Средний баланс: 54 074 ₸ → оценка выгоды ≈ 0 ₸
13,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
13,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
14,fx_offer,49392.79,FX_ACTIVITY,FX/переводы: 9 878 559 ₸ → потенциальная экономия на комиссиях ≈ 49 393 ₸
14,credit_offer,21077.27,LARGE_PAYMENTS,"Оборот: 2 107 727 ₸, средний чек: 7 026 ₸ → ожидаемая выгода от кредитного продукта ≈ 21 077 ₸"
14,supermarket_card,20195.43,HIGH_SUPERMARKET,Траты на продукты: 673 181 ₸ → выгода ≈ 20 195 ₸
14,restaurants_card,6965.32,HIGH_RESTAURANTS,Траты в ресторанах: 348 266 ₸ → выгода ≈ 6 965 ₸
14,travel_card,6724.67,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 168 117 ₸. Оценимый кешбэк ≈ 6 725 ₸
14,taxi_card,5043.5,HIGH_TAXI,По такси: 168 117 ₸ → выгода ≈ 5 044 ₸
14,deposit,573.85,DEPOSIT_OPPORTUNITY,"Если положить 57 385 ₸ на депозит (12% годовых), месячная выручка ≈ 574 ₸"
14,premium_card,0.0,NO_SIGNAL,Средний баланс: 57 385 ₸ → оценка выгоды ≈ 0 ₸
14,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
14,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
15,fx_offer,51073.53,FX_ACTIVITY,FX/переводы: 10 214 707 ₸ → потенциальная экономия на комиссиях ≈ 51 074 ₸
15,supermarket_card,22912.28,HIGH_SUPERMARKET,Траты на продукты: 763 743 ₸ → выгода ≈ 22 912 ₸
15,credit_offer,21850.37,LARGE_PAYMENTS,"Оборот: 2 185 037 ₸, средний чек: 7 283 ₸ → ожидаемая выгода от кредитного продукта ≈ 21 850 ₸"
15,restaurants_card,8182.73,HIGH_RESTAURANTS,Траты в ресторанах: 409 137 ₸ → выгода ≈ 8 183 ₸
15,travel_card,7785.8,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 194 645 ₸. Оценимый кешбэк ≈ 7 786 ₸
15,taxi_card,5839.35,HIGH_TAXI,По такси: 194 645 ₸ → выгода ≈ 5 839 ₸
15,deposit,1607.78,DEPOSIT_OPPORTUNITY,"Если положить 160 778 ₸ на депозит (12% годовых), месячная выручка ≈ 1 608 ₸"
15,premium_card,0.0,NO_SIGNAL,Средний баланс: 160 778 ₸ → оценка выгоды ≈ 0 ₸
15,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
15,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
16,fx_offer,32220.14,FX_ACTIVITY,FX/переводы: 6 444 029 ₸ → потенциальная экономия на комиссиях ≈ 32 220 ₸
16,credit_offer,16967.14,LARGE_PAYMENTS,"Оборот: 1 696 714 ₸, средний чек: 5 656 ₸ → ожидаемая выгода от кредитного продукта ≈ 16 967 ₸"
16,travel_card,11891.32,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 297 283 ₸. Оценимый кешбэк ≈ 11 891 ₸
16,supermarket_card,11130.65,HIGH_SUPERMARKET,Траты на продукты: 371 022 ₸ → выгода ≈ 11 131 ₸
16,restaurants_card,6002.42,HIGH_RESTAURANTS,Траты в ресторанах: 300 121 ₸ → выгода ≈ 6 002 ₸
16,taxi_card,4384.76,HIGH_TAXI,По такси: 146 159 ₸ → выгода ≈ 4 385 ₸
16,premium_card,0.0,NO_SIGNAL,Средний баланс: 46 630 ₸ → оценка выгоды ≈ 0 ₸
16,deposit,0.0,LOW_BALANCE,Недостаточный баланс для выгодного депозита
16,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
16,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
17,fx_offer,49865.8,FX_ACTIVITY,FX/переводы: 9 973 160 ₸ → потенциальная экономия на комиссиях ≈ 49 866 ₸
17,credit_offer,21115.08,LARGE_PAYMENTS,"Оборот: 2 111 508 ₸, средний чек: 7 038 ₸ → ожидаемая выгода от кредитного продукта ≈ 21 115 ₸"
17,supermarket_card,18656.31,HIGH_SUPERMARKET,Траты на продукты: 621 877 ₸ → выгода ≈ 18 656 ₸
17,restaurants_card,8706.87,HIGH_RESTAURANTS,Траты в ресторанах: 435 343 ₸ → выгода ≈ 8 707 ₸
17,travel_card,7336.0,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 183 400 ₸. Оценимый кешбэк ≈ 7 336 ₸
17,taxi_card,5502.0,HIGH_TAXI,По такси: 183 400 ₸ → выгода ≈ 5 502 ₸
17,deposit,891.26,DEPOSIT_OPPORTUNITY,"Если положить 89 126 ₸ на депозит (12% годовых), месячная выручка ≈ 891 ₸"
17,premium_card,0.0,NO_SIGNAL,Средний баланс: 89 126 ₸ → оценка выгоды ≈ 0 ₸
17,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
17,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
18,fx_offer,48206.78,FX_ACTIVITY,FX/переводы: 9 641 355 ₸ → потенциальная экономия на комиссиях ≈ 48 207 ₸
18,supermarket_card,28222.97,HIGH_SUPERMARKET,Траты на продукты: 940 766 ₸ → выгода ≈ 28 223 ₸
18,credit_offer,23455.75,LARGE_PAYMENTS,"Оборот: 2 345 575 ₸, средний чек: 7 819 ₸ → ожидаемая выгода от кредитного продукта ≈ 23 456 ₸"
18,restaurants_card,7202.21,HIGH_RESTAURANTS,Траты в ресторанах: 360 111 ₸ → выгода ≈ 7 202 ₸
18,travel_card,6984.87,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 174 622 ₸. Оценимый кешбэк ≈ 6 985 ₸
18,taxi_card,5238.65,HIGH_TAXI,По такси: 174 622 ₸ → выгода ≈ 5 239 ₸
18,deposit,980.89,DEPOSIT_OPPORTUNITY,"Если положить 98 089 ₸ на депозит (12% годовых), месячная выручка ≈ 981 ₸"
18,premium_card,0.0,NO_SIGNAL,Средний баланс: 98 089 ₸ → оценка выгоды ≈ 0 ₸
18,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
18,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
19,fx_offer,88066.26,FX_ACTIVITY,FX/переводы: 17 613 251 ₸ → потенциальная экономия на комиссиях ≈ 88 066 ₸
19,credit_offer,22784.08,LARGE_PAYMENTS,"Оборот: 2 278 408 ₸, средний чек: 7 595 ₸ → ожидаемая выгода от кредитного продукта ≈ 22 784 ₸"
19,supermarket_card,21690.22,HIGH_SUPERMARKET,Траты на продукты: 723 007 ₸ → выгода ≈ 21 690 ₸
19,restaurants_card,9621.6,HIGH_RESTAURANTS,Траты в ресторанах: 481 080 ₸ → выгода ≈ 9 622 ₸
19,travel_card,8983.97,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 224 599 ₸. Оценимый кешбэк ≈ 8 984 ₸
19,taxi_card,6737.98,HIGH_TAXI,По такси: 224 599 ₸ → выгода ≈ 6 738 ₸
19,deposit,801.5,DEPOSIT_OPPORTUNITY,"Если положить 80 150 ₸ на депозит (12% годовых), месячная выручка ≈ 802 ₸"
19,premium_card,0.0,NO_SIGNAL,Средний баланс: 80 150 ₸ → оценка выгоды ≈ 0 ₸
19,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
19,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
20,fx_offer,79609.98,FX_ACTIVITY,FX/переводы: 15 921 996 ₸ → потенциальная экономия на комиссиях ≈ 79 610 ₸
20,credit_offer,22130.86,LARGE_PAYMENTS,"Оборот: 2 213 086 ₸, средний чек: 7 377 ₸ → ожидаемая выгода от кредитного продукта ≈ 22 131 ₸"
20,supermarket_card,19562.28,HIGH_SUPERMARKET,Траты на продукты: 652 076 ₸ → выгода ≈ 19 562 ₸
20,travel_card,10804.1,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 270 102 ₸. Оценимый кешбэк ≈ 10 804 ₸
20,restaurants_card,10582.23,HIGH_RESTAURANTS,Траты в ресторанах: 529 111 ₸ → выгода ≈ 10 582 ₸
20,taxi_card,8103.07,HIGH_TAXI,По такси: 270 102 ₸ → выгода ≈ 8 103 ₸
20,deposit,1415.15,DEPOSIT_OPPORTUNITY,"Если положить 141 515 ₸ на депозит (12% годовых), месячная выручка ≈ 1 415 ₸"
20,premium_card,0.0,NO_SIGNAL,Средний баланс: 141 515 ₸ → оценка выгоды ≈ 0 ₸
20,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
20,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
21,fx_offer,87224.24,FX_ACTIVITY,FX/переводы: 17 444 847 ₸ → потенциальная экономия на комиссиях ≈ 87 224 ₸
21,credit_offer,22170.35,LARGE_PAYMENTS,"Оборот: 2 217 035 ₸, средний чек: 7 390 ₸ → ожидаемая выгода от кредитного продукта ≈ 22 170 ₸"
21,supermarket_card,20578.45,HIGH_SUPERMARKET,Траты на продукты: 685 948 ₸ → выгода ≈ 20 578 ₸
21,deposit,17981.69,DEPOSIT_OPPORTUNITY,"Если положить 1 798 169 ₸ на депозит (12% годовых), месячная выручка ≈ 17 982 ₸"
21,restaurants_card,10712.73,HIGH_RESTAURANTS,Траты в ресторанах: 535 637 ₸ → выгода ≈ 10 713 ₸
21,travel_card,9936.24,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 248 406 ₸. Оценимый кешбэк ≈ 9 936 ₸
21,taxi_card,7452.18,HIGH_TAXI,По такси: 248 406 ₸ → выгода ≈ 7 452 ₸
21,investment_offer,4495.42,INVEST_OPPORTUNITY,Средний баланс: 1 798 169 ₸ → месячная оценочная доходность инвестиций ≈ 4 495 ₸
21,premium_card,3798.17,HIGH_BALANCE,Средний баланс: 1 798 169 ₸ → оценка выгоды ≈ 3 798 ₸
21,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
22,fx_offer,78414.25,FX_ACTIVITY,FX/переводы: 15 682 851 ₸ → потенциальная экономия на комиссиях ≈ 78 414 ₸
22,credit_offer,23062.6,LARGE_PAYMENTS,"Оборот: 2 306 260 ₸, средний чек: 7 688 ₸ → ожидаемая выгода от кредитного продукта ≈ 23 063 ₸"
22,supermarket_card,22245.21,HIGH_SUPERMARKET,Траты на продукты: 741 507 ₸ → выгода ≈ 22 245 ₸
22,travel_card,11031.27,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 275 782 ₸. Оценимый кешбэк ≈ 11 031 ₸
22,restaurants_card,9627.31,HIGH_RESTAURANTS,Траты в ресторанах: 481 366 ₸ → выгода ≈ 9 627 ₸
22,taxi_card,8273.45,HIGH_TAXI,По такси: 275 782 ₸ → выгода ≈ 8 273 ₸
22,deposit,774.74,DEPOSIT_OPPORTUNITY,"Если положить 77 474 ₸ на депозит (12% годовых), месячная выручка ≈ 775 ₸"
